#separator:Semicolon
#html:false
#notetype:Basic
#tags column:3
O que é a 'data efetiva de entrega'?;Data em que bens/serviços foram/serão disponibilizados ao adquirente — obrigatória por lei e comunicada no SAF-T.;phc::nivel2
Campos de transporte num documento tipo 4?;Local de carga/descarga, data e hora de início do transporte, matrícula, motorista, Cód. Ident. AT.;phc::nivel2
Para que serve o campo 'Linha final'?;Texto livre impresso no rodapé do documento.;phc::nivel2
O que fazem Segmento e Classificação de vendas?;Permitem análises de faturação por segmento/classificação (herdados da ficha do cliente).;phc::nivel2
Recibo de C/C vs recibo de adiantamento?;C/C liquida documentos já emitidos ,  adiantamento regista dinheiro antes do documento fiscal e é regularizado depois na fatura.;phc::nivel2
Que referências de pagamento o módulo gera?;Referências Multibanco (cobranças), ficheiros SEPA (débitos diretos/pagamentos), pagamentos online (Unicre/PayPal via web).;phc::nivel2
O que é 'Comprar a Encomenda a Fornecedor'?;Conversão do DI de compra em documento de compra (guia/fatura), com receção total ou parcial.;phc::nivel3
O que é o PCMP?;Preço de Custo Médio Ponderado — recálculo do custo médio do stock a cada entrada valorizada ,  base da valorização e do CEVMC.;phc::nivel3
Que códigos tipificam as operações de armazém?;Códigos de Movimentos de Stocks (venda, compra, quebra, sobra, transferência, regularização…).;phc::nivel3
Como se movimentam stocks entre armazéns?;Dossier de Transferência de Armazém (ou movimento manual com código próprio).;phc::nivel3
O inventário físico gera o quê?;Acertos automáticos de quebra/sobra no ficheiro de movimentos, regularizando stock teórico = contado.;phc::nivel3
Análises de stock essenciais?;Ruturas, acima do stock máximo, a encomendar (ponto de encomenda), ranking de vendas, margem/contribuição, entradas/saídas com comparação anual.;phc::nivel3
O que mostra 'Encomendado a fornecedor' no artigo?;Quantidades em encomendas de compra pendentes — visível na ficha de stock do artigo.;phc::nivel3
O que é o saldo por idades (aging)?;Dívida distribuída por escalões de antiguidade dos documentos em aberto (0-30, 31-60, 61-90, +90) — base de cobranças e crédito.;phc::nivel4
Que tabela guarda os recibos?;RE.;phc::nivel4
O que são Códigos de Conta Corrente?;Tipos de movimento de C/C (fatura, recibo, adiantamento, juros, regularização…) que classificam os lançamentos.;phc::nivel4
Ferramentas de cobrança do módulo?;Monitor de controlo de dívidas, extractos de conta, Mailing de C/C por documento, cheques em carteira, recibos incobráveis.;phc::nivel4
Tesouraria: as 3 visões?;Real (ocorrida), previsional (vencimentos/títulos previstos) e orçamental (plano aprovado).;phc::nivel4
O que se faz com extractos bancários?;Importam-se/registam-se e reconciliam-se com os movimentos de tesouraria para fechar o mês bancário.;phc::nivel4
Gestão de títulos de tesouraria: exemplos?;Letras e cheques (pré-datados, em carteira) — alimentam previsões e cobranças/pagamentos.;phc::nivel4
O que o open banking traz ao Evolution?;Importação automática de movimentos e reconciliação acelerada + melhores previsões de tesouraria.;phc::nivel4
Critérios de comissão suportados?;Por vendedor, tipo de cliente, família de produtos, etc., com mapas de apuramento.;phc::nivel4
O que é o SAF-T (PT)?;Standard Audit File for Tax — ficheiro XML normalizado de auditoria fiscal (faturação, transportes, inventário, contabilidade).;phc::nivel5
Dois métodos de comunicação de documentos de transporte à AT?;Webservice em tempo real (devolve o Cód. Ident. AT) ou SAF-T (PT) resumido (MovementOfGoods com ShipFrom/ShipTo).;phc::nivel5
O que compõe o ATCUD?;Código de validação da série (atribuído pela AT) + número sequencial do documento ,  impresso com o QR Code.;phc::nivel5
O que acontece a séries sem código de validação?;O software impede a impressão dos documentos (regra desde 01/01/2021, implementada na v27).;phc::nivel5
Limitação dos motivos de isenção com webservice ativo?;Só são aceites os códigos normalizados M01 a M99 (ex.: M08 = isento art. 9.º) ,  motivos criados pelo utilizador geram aviso.;phc::nivel5
O que garante a integridade das faturas?;Assinatura digital qualificada (hash encadeada por série) + nº de certificado do software validado pela AT.;phc::nivel5
Prazo da comunicação de inventário à AT?;Até 31 de janeiro (empresas abrangidas), por ficheiro SAF-T/CSV/XML conforme volume de negócios.;phc::nivel5
Retenção de IRS numa fatura: campos?;Taxa de retenção e Valor de retenção de IRS (visível no mailing de C/C) ,  o cliente paga o líquido e entrega ao Estado.;phc::nivel5
O que é CIUS-PT?;Especificação portuguesa de faturação eletrónica (obrigatória na contratação pública) ,  suportada via Documentos Eletrónicos/webservices (ex.: SaphetyDoc).;phc::nivel5
Novidade 202601 para faturas de fornecedor?;Com Cegid Docs, faturas CIUS-PT são anexadas em PDF e pré-lançadas automaticamente (arquivo digital legal).;phc::nivel5
O que é o SDR (2026)?;Sistema de Depósito e Recolha: desde 10/04/2026, depósito de 0,10 € por embalagem de bebida de uso único (até 3 L) ,  configuração única de itens SDR, aplicado automaticamente na venda.;phc::nivel5
Obrigações Espanha no PHC?;SII (Suministro Inmediato AEAT) e TicketBAI — parâmetro geral com 4 opções ,  funções internas de envio de compras/vendas para o SII.;phc::nivel5
Ferramentas RGPD do módulo?;Aviso legal configurável, registo do tratamento de dados, direito ao esquecimento (anonimização), histórico de utilizadores.;phc::nivel5
O que são documentos pré-definidos?;Modelos de contabilização automática: mapeiam documentos do Gestão para lançamentos na Contabilidade (contas de clientes, fornecedores, IVA, vendas/compras).;phc::nivel5
O que é o CEVMC?;Custo das Existências Vendidas e das Mercadorias Consumidas — apurado na Contabilidade a partir dos consumos do Gestão.;phc::nivel5
2FA na Segurança Social: desde quando?;12/05/2026 (obrigatório para empresas) — software atualizado para manter as comunicações (202601).;phc::nivel5
O que valida antes de 'fechar o mês' fiscal?;SAF-T exportado e validado, séries/ATCUD ok, documentos de transporte comunicados, inventário (quando aplicável), integrações contabilísticas corretas.;phc::nivel5
Análises Multidimensionais: de onde nascem e em que gama?;Criam-se a partir de Análises de Utilizador ,  gama Advanced+ (drill-down por dimensões).;phc::nivel6
O que é um snapshot?;Consulta T-SQL 'fotografada' com variáveis (ex.: #stamp#) exibida em painel/grupo com cor — dados contextuais do registo atual.;phc::nivel6
O que é a Impressão Definida pelo Utilizador?;Personalização de colunas/layout de listagens e impressões pelo utilizador (Advanced+).;phc::nivel6
Sistema de Aprovação de Dossiers: que gama?;Enterprise (circuitos de aprovação de dossiers/documentos) ,  Workflow Operacional aparece no Advanced+.;phc::nivel6
Monitores e Itens de Monitor?;Apresentações sequenciais de dados operacionais com colunas configuráveis (ex.: dívidas, PATs, sincronizações).;phc::nivel6
Exportações nativas de listagens?;Excel (xlsx), PDF e cópia de dados da grelha ,  importação: Excel para linhas de documentos, câmbios via ODBC.;phc::nivel6
O que ativa as ferramentas da Framework PHC?;Parâmetros gerais ('Utiliza campos do utilizador?', 'Utiliza ecrãs do utilizador?'…) — aparecem depois no menu Supervisor > Framework PHC.;phc::nivel6
Onde ficam gravadas as personalizações?;Na base de dados (framework) — sobrevivem à reinstalação do executável, mas devem ser revalidadas em cada upgrade.;phc::nivel6
O que são Painéis de informação/navegação?;Componentes de UI agregáveis ao menu da aplicação (parâmetros próprios) para acesso rápido a análises/atalhos.;phc::nivel6
PHC Dashboard: o que acrescenta?;Templates de dashboards por módulo (ex.: Gestão) com visão 360º — vendas, C/C, tesouraria num só ecrã.;phc::nivel6
Como se descobre a estrutura de uma tabela para uma análise?;Dicionário de Dados (menu de opções do ecrã posiciona na tabela atual) — campos, tipos e relações.;phc::nivel6
Boas práticas de leitura SQL no PHC?;WITH (NOLOCK) em consultas analíticas, respeitar ref/stamp, não alterar esquemas do core, índices via framework.;phc::nivel6
Linguagem de personalização do desktop?;Xbase (sintaxe Visual FoxPro) — eventos, regras, funções de utilizador.;phc::nivel7
Eventos disponíveis nos objetos (lista-chave)?;Init, Ativar, Desativar, Refrescar, Clique, Duplo Clique, Clique Direito, Ao Entrar, Ao Sair, Após Atualizar, Após não Atualizado, Antes/Depois mudar Linha-Coluna, MouseEnter/Leave/Move/Wheel, Tecla Pressionada.;phc::nivel7
Propriedades sempre disponíveis do ObjRecebido?;Janela (apontador para o ecrã) e Objecto (apontador para o objeto ,  inclui Value, Parent e MeusDados).;phc::nivel7
Para que serve MeusDados?;Repositório chave-valor do utilizador para passar estado entre eventos: AddParametro, GuardaParametro, ExisteParametro, GetNomeParametro, GetIndexParametro, TotalParametros.;phc::nivel7
O que faz Return .F. num evento?;Cancela o comportamento de raiz do objeto nesse evento (tecla não entra, calendário não abre…). Expressões não usam Return.;phc::nivel7
Exemplo de alteração via ObjRecebido.Janela?;ObjRecebido.Janela.Caption = 'Exemplo' — muda o título do ecrã enquanto aberto (não persiste ,  repetir no Init).;phc::nivel7
Num Campo de Ligação, o que apontam .Lista1/.Procura/.Nossocampo1?;Sub-objetos do campo composto: botão de lista, botão de procura e campo de texto.;phc::nivel7
Campos de Utilizador vs ALTER TABLE?;Campos de utilizador são geridos pela framework (persistem em upgrades, aparecem nos ecrãs) ,  ALTER TABLE direto quebra suporte/upgrades.;phc::nivel7
Regras de Utilizador: para quê?;Validações de negócio na introdução/gravacao (obrigar campos, bloquear sem stock, validar NIF) — com assistente ou código.;phc::nivel7
O que são Instruções Internas?;Procedimentos/documentação escrita pelo utilizador, associados a cada ecrã principal (manual da casa in-app).;phc::nivel7
Função interna CriaAvs?;Cria avisos/avisos internos a utilizadores (parâmetros incluem stamp do ecrã e userAv) — base de alertas personalizados.;phc::nivel7
Função interna U_NAVEGA?;Navegação programática para registos/ecrãs (interage com o parâmetro 'mostrar último registo ao arrancar').;phc::nivel7
Índices de Utilizador: capacidade especial?;Criar índices SQL sobre tabelas do software via framework, incluindo INCLUDED COLUMNS (v19+).;phc::nivel7
O que é um IDU / Ecrã Personalizado?;Ecrã desenhado pelo utilizador (desenhador ,  drag-and-drop no POS touch) com objetos ligados a dados, eventos e menus próprios.;phc::nivel7
Framework Web: linguagem e ferramentas?;C# no Editor de Código — Eventos, Regras, Scripts (por URL), Ecrãs/Objetos de utilizador, Monitores, Templates, Valores por Defeito, Filtros, RSS, Log de Código.;phc::nivel7
O que são Scripts (web)?;Programas executados quando se chama um URL específico — endpoints próprios para integrações.;phc::nivel7
PromptFunction() — o que é?;Nova função da framework (202601) para invocar IA (Cegid Pulse) a partir de código ,  base dos Smart Tools configuráveis/monetizáveis pelos parceiros.;phc::nivel7
Relatórios na web usam que tecnologia?;DevExpress ('Relatórios DevExpress no PHC CS Web' — Clientes, Faturação, Recibos de Adiantamento…).;phc::nivel7
Ferramentas de debug do programador PHC?;Análise Interna (desktop), Log de Código (web), Simulador de SQL, Explorador de Dados, Dicionário de Dados.;phc::nivel7
O que é o EyePeak?;Plataforma de logística/WMS/e-commerce (Cegid Primavera) que sincroniza com o PHC — monitor 'EyePeak Sincronização' no menu Supervisor.;phc::nivel8
Sincronização EyePeak: o que inclui?;Artigos/stocks, séries de documentos de faturação (consistência ERP×EyePeak), fluxos de documentos (ex.: encomendas → guias de fornecedor).;phc::nivel8
O que é o PHC CS Web?;Plataforma web sobre a mesma BD do desktop: aplicações Gestão Web, Front Web (extranet de clientes/fornecedores), POS Web, RH Web…;phc::nivel8
Ativação do Cegid Pulse: 3 passos?;1) Dar acesso ao módulo Cegid Pulse ,  2) Ativar Cegid Account na ficha do utilizador ,  3) O utilizador faz login (deteção automática).;phc::nivel8
O que são os assistentes de negócio (202601)?;Agentes de IA por área (o primeiro: comercial) que dão insights e cruzam dados do ERP em linguagem natural — simples de configurar pelo utilizador.;phc::nivel8
Integração bancária histórica do Gestão?;WebBanking (ex.: Millennium BCP: saldos e extractos) — no Evolution evolui para open banking.;phc::nivel8
Comunidade de utilizadores PHC (B2B)?;Sistema de troca de documentos cliente-fornecedor em XML (eProcurement) — histórico da plataforma ,  hoje: EDI/Documentos Eletrónicos e EyePeak.;phc::nivel8
Como se enviam documentos por e-mail a partir do PHC?;Envio direto configurado por SMTP (com idioma/descrições do cliente), anexos via File Storage/Cegid Docs.;phc::nivel8
Migração PHC CS perpétuo → Evolution: etapas?;Diagnóstico e plano (escolher plano/módulos) → migração técnica (dados, configurações, integrações) → suporte pós-arranque ,  desenvolvimentos/addons mantêm-se.;phc::nivel8
Quem vende/implementa o Cegid PHC?;Rede de parceiros certificados (com especializações setoriais) — diretoria pública no site ,  parceiros acedem a formação, demos e à Comunidade.;phc::nivel8
Onde ler as novidades de cada versão?;Help Center > Novidades (página por versão, ex.: 202601) + 'Listagem de Novidades' em PDF + artigos do blog.;phc::nivel8
Que ferramentas de IA a PHC já tinha antes do Pulse?;Cris (assistente de gestão) e PHC CS GenAI (templates de perguntas/respostas reutilizáveis) — versão 202501.;phc::nivel8
Função interna U_sendmail — para que serve?;Esta função permite enviar um email para um ou vários destinatários, indicando o Assunto, o Conteúdo e opcionalmente uma lista de ficheiros para enviar como… (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna Navega — para que serve?;Esta função é utilizada para navegar para um ecrã da aplicação. (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna Mensagem — para que serve?;Esta função envia uma mensagem ao utilizador (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna Pergunta — para que serve?;Esta função é utilizada para introduzir uma pergunta ao utilizador. (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna Browlist — para que serve?;Esta função permite mostrar ao utilizador, um cursor em modo de listagem. (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna Listtoexcel — para que serve?;Esta função permite criar uma listagem em Excel a partir de um cursor. (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna U_sqlexec — para que serve?;Esta função permite criar um cursor temporário com base numa expressão Transact SQL (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Função interna Ret_grid — para que serve?;Esta função permite retornar a largura e ordem das colunas e a altura das linhas de uma Grid (grelha). (Enciclopédia PHC · 📕 Funções PHC);phc::nivel7
Xbase: Strtran() — o que faz?;Esta função retorna uma expressão de carateres, como resultado final. (Enciclopédia PHC · 📕 Xbase/VFP);phc::nivel7
Xbase: Alltrim() — o que faz?;Esta função retorna uma string sem espaços, removendo os espaços que se encontrem à esquerda e/ ou à direita de uma expressão de carateres. (Enciclopédia PHC · 📕 Xbase/VFP);phc::nivel7
Xbase: Ctod() — o que faz?;Esta função converte uma expressão do tipo caracter numa expressão do tipo DATE. (Enciclopédia PHC · 📕 Xbase/VFP);phc::nivel7
Xbase: Messagebox() — o que faz?;Esta função envia uma mensagem para o utilizador através de uma caixa de diálogo (Dialog Box). (Enciclopédia PHC · 📕 Xbase/VFP);phc::nivel7
Onde está a documentação de TODAS as funções internas do PHC?;Na Enciclopédia PHC (CHM oficial/Help Center): 154 funções internas com parâmetros e exemplos. Neste app: aba 📕 Enciclopédia (versão destilada + pesquisa).;phc::nivel7
